TargetName	S1	S2	S3	S4
RNF14	9	24	24	15
RNF141	26	28	42	22
RNF144A	33	45	48	42
RNF144B	15	27	24	16
RNF145	64	95	179	64
RNF146	42	47	72	32
RNF148	6	9	4	6
RNF149	31	66	35	38
RNF150	27	37	79	24
RNF151	15	18	11	15
RNF152	22	33	89	20
RNF157	23	34	63	25
RNF165	43	75	65	66
RNF166	20	22	19	24
RNF167	44	84	78	53
RNF168	51	52	53	51
RNF169	58	46	40	37
RNF17	18	42	35	21
RNF170	37	39	39	26
RNF175	20	29	39	21
RNF180	43	41	29	23
RNF181	213	297	204	291
RNF182	21	24	30	12
RNF183	121	196	188	143
RNF186	9	6	13	4
RNF187	21	17	26	18
RNF19A	42	41	49	29
RNF19B	28	39	96	34
RNF2	41	68	78	49
RNF20	22	30	21	10
RNF207	18	30	20	21
RNF208	28	48	62	31
RNF212	8	16	10	13
RNF212B	17	29	19	19
RNF213	45	58	25	46
RNF214	39	47	55	46
RNF215	35	38	44	38
RNF216	35	55	54	43
RNF217	18	29	34	14
RNF219,OBI1	41	56	59	31
RNF220	25	35	54	41
RNF222	12	31	17	24
RNF223	16	27	21	14
RNF224	11	31	18	6
RNF225	23	26	22	27
RNF227	11	15	19	16
RNF24	55	75	104	72
RNF25	17	32	37	34
RNF26	29	26	23	43
RNF31	19	35	36	26
RNF32	9	23	16	14
RNF34	42	39	39	36
RNF38	33	57	41	35
RNF39	8	23	17	12
RNF4	40	67	43	40
RNF40	78	101	67	79
RNF40,CCDC189	9	24	29	23
RNF41	23	36	51	27
RNF43	45	85	72	62
RNF44	82	128	108	110
RNF5	15	36	16	22
RNF6	32	43	34	30
RNF7	43	42	50	37
RNF8	21	24	20	25
RNFT1	9	15	12	14
RNFT2	13	18	27	14
RNGTT	29	46	29	28
RNH1	35	41	52	21
RNLS	20	33	22	13
RNMT	38	38	55	38
RNPEP	60	94	83	51
RNPEPL1	20	30	27	34
RNPS1	99	115	120	108
RO60	61	68	50	41
ROBO1	71	166	239	136
ROBO3	13	26	21	11
ROBO4	7	8	5	13
ROCK1	52	66	39	45
ROCK2	75	71	69	62
ROGDI	27	40	76	54
ROM1	17	14	15	14
ROMO1	51	46	44	63
ROPN1,ROPN1B	13	22	21	12
ROPN1L	19	27	22	10
ROR1	14	32	14	28
ROR2	7	23	12	10
RORA	44	57	56	34
RORB	37	31	112	14
RORC	13	32	24	10
ROS1	11	11	24	16
RP1	15	17	16	9
RP1L1	9	26	10	8
RP2	35	66	29	38
RP9	25	32	41	27
RPA1	60	64	43	60
RPA2	61	52	58	34
RPA3	20	24	16	14
RPAIN	22	42	21	16
RPAP1	33	36	36	21
RPAP2	25	19	27	23
RPAP3	24	29	39	28
RPE,RPEL1	43	47	49	42
RPE65	20	33	21	19
RPF1	22	19	29	13
RPF2	31	27	42	17
RPGR	13	21	17	7
RPGRIP1	16	29	13	22
RPGRIP1L	27	27	39	28
RPH3A	18	30	20	26
RPH3AL	20	27	23	16
RPIA	41	52	52	41
RPL10	16	26	15	6
RPL10A	341	491	388	439
RPL10L	16	25	31	14
RPL11	511	838	466	645
RPL13	168	152	174	101
RPL13A	187	281	195	213
RPL14	381	493	418	456
RPL15	873	1192	1304	891
RPL17	564	786	557	468
RPL17-C18orf32,C18orf32	87	112	113	69
RPL18	845	1066	893	974
RPL18A	603	882	597	733
RPL19	534	826	600	737
RPL21,RPL21P28	661	991	656	671
RPL22	103	193	236	176
RPL22L1	20	17	11	14
RPL23	820	1242	872	1248
RPL23A	37	56	56	38
RPL24	471	831	626	671
RPL26	766	1169	1030	838
RPL26L1	20	32	34	38
RPL27	575	874	682	714
RPL27A	29	42	33	30
RPL28	650	863	667	823
RPL29	495	693	518	528
RPL30	919	1370	806	974
RPL31	500	883	488	810
RPL32	21	41	44	20
RPL34	872	1549	961	1095
RPL35	383	427	326	274
RPL35A	634	935	569	755
RPL36	332	546	463	387
RPL36A-HNRNPH2,RPL36A	566	767	677	697
RPL36AL	86	124	111	76
RPL37	784	1211	751	987
RPL37A	1635	2479	2407	2140
RPL38	439	773	588	522
RPL39	636	868	546	826
RPL39L	47	45	40	38
RPL3L	11	21	12	19
RPL4	528	807	996	588
RPL5	590	707	823	572
RPL6	664	934	677	639
RPL7A	917	974	804	770
RPL7L1	131	153	136	112
RPL8	340	443	304	422
RPL9	902	1519	1151	1116
RPLP0	656	674	608	816
RPLP1	377	539	414	633
RPLP2	701	1069	684	898
RPN1	68	66	91	43
RPN2	147	94	125	94
RPP14,HTD2	38	63	46	67
RPP21	28	34	24	24
RPP25	42	60	56	53
RPP25L	22	22	21	20
RPP30	10	30	20	15
RPP38	26	30	21	18
RPP40	9	20	27	17
RPRD1A	49	76	75	51
RPRD1B	183	185	269	168
RPRD2	46	68	62	44
RPRM	20	21	185	11
RPRML	20	31	48	22
RPS10P7,RPS10,RPS10-NUDT3	389	444	330	396
RPS11	839	998	471	987
RPS12	563	841	699	831
RPS13	545	894	547	710
RPS14	926	1187	871	922
RPS15	502	689	464	496
RPS15A	381	456	244	369
RPS16	658	870	601	846
RPS17	985	1657	1128	1414
RPS18,RPS18P9	861	1417	1334	1344
RPS19	822	1351	904	1224
RPS19BP1	10	29	16	25
RPS2	670	852	979	820
RPS20	690	964	537	726
RPS23	89	142	198	102
RPS24	598	1159	675	809
RPS25	439	669	503	533
RPS26P11,RPS26,LOC100996747	446	993	691	497
RPS27	997	1366	731	921
RPS27A	777	1133	859	837
RPS27L	72	140	35	90
RPS28	726	988	712	823
RPS29	657	1217	852	1032
RPS3	606	817	577	707
RPS3A	1032	1718	1134	1094
RPS4X	810	1551	1204	822
RPS4Y1	21	28	14	221
RPS4Y2	7	17	13	10
RPS5	143	219	140	211
RPS6	1011	1301	841	1179
RPS6KA1	24	23	27	20
RPS6KA2	22	52	52	32
RPS6KA3	25	35	32	23
RPS6KA4	33	33	37	17
RPS6KA5	11	24	19	15
RPS6KA6	18	35	21	13
RPS6KB1	66	70	82	62
RPS6KC1	50	47	55	40
RPS6KL1	17	27	41	21
RPS7	229	361	213	277
RPS8	776	1200	1119	983
RPS9	439	588	376	588
RPSA,RPSAP58	689	819	843	603
RPTN	16	19	14	6
RPTOR	26	38	34	39
RPUSD1	18	21	12	18
RPUSD2	19	35	28	21
RPUSD3	20	43	28	35
RPUSD4	28	34	41	25
RRAD	17	39	17	14
RRAGA	77	107	112	76
RRAGB	39	46	69	41
RRAGC	23	32	35	29
RRAGD	17	36	60	15
RRAS	16	40	22	20
RRAS2	10	20	38	25
RRBP1	25	28	31	10
RREB1	25	26	23	25
RRH	27	32	26	29
RRM1	62	43	37	52
RRM2	132	47	16	85
RRM2B	18	24	37	30
RRN3	31	46	50	48
RRNAD1	36	39	28	33
RRP1	19	30	16	15
RRP12	32	38	30	26
RRP15	27	25	36	20
RRP1B	58	53	49	64
RRP36	29	42	52	33
RRP7A,SERHL2,SERHL,RRP7BP	11	38	34	17
RRP8	31	50	31	38
RRP9	19	27	22	17
RRS1	25	28	21	22
RS1	9	24	17	11
RSAD1	28	37	41	49
RSAD2	20	27	21	33
RSBN1	46	75	45	64
RSBN1L	24	26	21	20
RSF1	69	113	70	102
RSKR	50	59	102	48
RSL1D1	38	64	55	43
RSL24D1	71	97	109	82
RSPH1	14	29	21	23
RSPH10B,RSPH10B2	14	27	19	18
RSPH14	12	19	27	12
RSPH3	21	35	25	27
RSPH4A	3	1	1	1
RSPH6A	9	17	21	17
RSPH9	13	28	49	22
RSPO1	9	16	20	11
RSPO2	22	13	9	7
RSPO3	6	21	82	6
RSPO4	10	26	20	14
RSPRY1	48	71	57	68
RSRC1	42	42	34	37
RSRC2	87	94	63	86
RSRP1	34	69	102	66
RSU1	13	21	16	21
RTBDN	13	33	55	25
RTCA	56	67	69	53
RTCB	31	70	37	33
RTEL1	17	22	16	18
RTF1	57	80	82	61
RTF2	52	65	53	68
RTKN	22	52	28	25
RTKN2	61	34	28	42
RTL1	27	32	22	28
RTL10	24	45	30	26
RTL3	20	22	21	21
RTL4	6	24	23	13
RTL5	44	47	43	51
RTL6	52	64	77	53
RTL8A	44	60	57	36
RTL8B	20	28	23	16
RTL8C	110	115	170	142
RTL9	8	21	30	22
RTN1	237	357	1225	194
RTN2	24	39	61	46
RTN3	215	267	422	177
RTN4	333	500	745	481
RTN4IP1	17	26	40	20
RTN4R	47	54	79	41
RTN4RL1	7	15	14	11
RTN4RL2	17	43	77	28
RTP1	10	31	17	12
RTP2	24	41	18	24
RTP3	7	26	7	13
RTP4	22	21	8	21
RTP5	21	33	37	27
RTRAF	77	100	66	63
RTTN	15	21	19	25
RUBCN	20	32	31	28
RUBCNL	7	20	19	4
RUFY1	43	48	25	33
RUFY2	97	129	133	97
RUFY3	127	200	288	86
RUFY4	12	24	19	11
RUNDC1	47	43	34	40
RUNDC3A	40	64	89	41
RUNDC3B	11	31	83	17
RUNX1	11	33	19	19
RUNX1T1	50	107	442	44
RUNX2	17	29	24	21
RUNX3	29	31	28	29
RUSC1	105	101	172	93
RUSC2	36	58	107	44
RUVBL1	49	39	57	46
RWDD1	41	78	46	53
RWDD2A	18	33	31	17
RWDD2B	15	39	29	21
RWDD3	42	42	41	15
RWDD4	40	31	27	28
RXFP1	13	32	18	19
RXFP2	17	21	18	15
RXFP3	22	25	20	17
RXFP4	6	13	13	6
RXRA	82	118	51	39
RXRB	37	54	65	45
RXRG	10	24	20	15
RXYLT1-AS1,RXYLT1	15	20	18	17
RYBP	48	49	78	55
RYK	76	86	66	71
RYR1	16	20	18	22
RYR2	15	20	45	13
RYR3	14	21	34	11
S100A1	20	20	13	18
S100A10	12	28	24	21
S100A11	22	31	24	21
S100A12	4	33	19	16
S100A13	19	38	37	26
S100A14	16	30	17	15
S100A16	7	19	9	32
S100A2	18	30	16	21
S100A3	14	23	17	13
S100A4	21	22	24	17
S100A5	45	66	66	31
S100A6	33	25	25	16
S100A7A,S100A7	14	42	24	23
S100A8	35	48	19	15
S100A9	16	35	22	17
S100B	24	29	26	18
S100G	14	22	18	13
S100P	12	29	21	19
S100PBP	54	58	46	56
S100Z	12	16	20	12
S1PR1	36	34	10	23
S1PR2	26	36	24	25
S1PR3	27	50	21	46
S1PR4	11	22	15	16
S1PR5	30	33	24	26
SAA1,SAA2,SAA2-SAA4	17	35	24	25
SAA2-SAA4,SAA4	7	14	15	14
SAAL1	60	72	67	76
SAC3D1	20	27	33	19
SACM1L	56	53	63	59
SACS	84	101	90	58
SAE1	19	25	22	17
SAFB	108	144	114	88
SAFB2	68	72	66	55
SAG	12	31	26	15
SAGE1	20	30	21	18
SALL1	114	116	22	85
SALL2	60	56	42	34
SALL3	118	42	24	57
SALL4	3	3	1	1
SAMD1	65	73	84	61
SAMD10	28	43	38	30
SAMD11	6	20	10	11
SAMD12	11	19	20	6
SAMD13	20	32	17	16
SAMD14	18	23	30	23
SAMD15	17	36	15	11
SAMD3	11	22	32	16
SAMD4A	51	48	25	53
SAMD4B	45	52	35	58
SAMD5	11	25	60	24
SAMD7	4	9	5	8
SAMD8	41	57	68	39
SAMD9	65	87	71	55
SAMD9L	12	21	16	21
SAMHD1,TLDC2	11	20	7	14
SAMM50	18	52	44	41
SAMSN1	15	27	21	20
SAP130	37	63	42	44
SAP18	34	54	39	38
SAP25	33	36	29	25
SAP30	39	52	20	35
SAP30BP	37	40	39	38
SAP30L	36	49	44	38
SAPCD1-AS1,MSH5-SAPCD1,VWA7,SAPCD1	38	32	15	35
SAPCD2	12	10	13	9
SAR1A	73	69	83	45
SAR1B	25	53	38	27
SARAF	139	182	372	122
SARDH	26	54	37	46
SARM1	50	38	41	28
SARNP	63	91	61	43
SARS1	245	303	171	238
SARS2	22	59	30	44
SART1	47	77	68	46
SART3	42	57	37	34
SASH1	24	19	26	20
SASH3	9	19	9	11
SASS6	11	14	10	8
SAT1	33	72	31	71
SAT2	38	65	86	46
SATB1	92	100	90	57
SATB2	18	40	1010	85
SATL1	7	22	23	13
SAV1	44	39	44	32
SAXO1	14	26	21	22
SAXO2	23	26	16	21
SAYSD1	23	48	35	28
SBDSP1,SBDS	67	64	72	46
SBF1	36	46	43	36
SBF2	64	75	112	60
SBK1	142	232	370	196
SBK2	13	17	8	10
SBK3	23	30	21	29
SBNO1	53	86	84	72
SBNO2	15	28	17	13
SBSN	29	26	22	20
SBSPON	16	28	23	17
SC5D	53	72	157	52
SCAF1	50	80	77	72
SCAF11	53	53	28	33
SCAF4	54	53	53	42
SCAF8	73	83	65	55
SCAI	28	41	59	26
SCAMP1	59	88	202	49
SCAMP2	38	39	36	29
SCAMP3	15	41	34	28
SCAMP4	40	47	28	39
SCAMP5	58	82	174	88
SCAND1	21	47	33	27
SCAP	45	70	74	65
SCAPER	77	78	100	56
SCARA3,CCDC25	23	37	33	23
SCARA5	10	24	11	9
SCARB1	16	29	31	23
SCARB2	141	193	178	158
SCARF1	16	27	20	8
SCARF2	11	14	17	16
SCCPDH	75	49	82	38
SCD	388	216	363	250
SCD5	64	77	360	57
SCEL	17	35	23	26
SCFD2	34	42	46	28
SCG2	12	20	57	15
SCG3	112	117	157	67
SCGB1A1	7	15	9	7
SCGB1D1	18	52	21	16
SCGB1D2	19	33	22	16
SCGB1D4	6	20	12	12
SCGB2A1	16	29	16	17
SCGB2A2	9	20	23	18
SCGB2B2	14	26	15	12
SCGB3A1	24	32	19	24
SCGB3A2	12	14	16	8
SCGN	64	84	23	41
SCHIP1,IQCJ-SCHIP1	84	155	131	107
SCIMP	13	19	11	16
SCIN	14	21	31	12
SCLT1	49	59	28	50
SCLY	7	29	21	19
SCMH1	17	21	13	19
SCML1	30	36	22	12
SCML2	36	28	30	19
SCML4	12	26	20	11
SCN10A	11	28	14	12
SCN11A	13	15	17	10
SCN1A	21	23	54	20
SCN1B	14	21	18	12
SCN2A	9	25	133	20
SCN2B	13	23	26	20
SCN3A	42	86	158	57
SCN3B	39	50	150	22
SCN4A	15	27	18	11
SCN4B	20	36	18	14
SCN5A	7	22	14	10
SCN7A	15	32	22	17
SCN8A	52	70	64	59
SCN9A	25	35	111	24
SCNM1	30	42	30	30
SCNN1A	16	25	17	13
SCNN1B	11	29	13	14
SCNN1D	36	27	16	21
SCNN1G	20	22	25	38
SCO1	18	32	23	18
SCOC	50	75	72	50
SCP2	45	42	44	34
SCP2D1	19	17	19	17
SCPEP1	19	41	26	26
SCRG1	42	31	10	16
SCRIB	23	30	26	20
SCRN1	71	171	91	143
SCRN2	25	30	28	14
SCRT1	40	94	118	52
SCRT2	29	96	39	116
SCT	15	16	25	12
SCTR	9	20	14	14
SCUBE1	14	29	182	35
SCUBE2	14	21	16	16
SCUBE3	13	27	21	21
SCX	25	34	29	18
SCYL1	41	48	64	48
SCYL2	26	50	68	47
SCYL3	20	29	35	27
SDAD1	31	28	31	19
SDC1	25	20	32	21
SDC2	38	46	13	42
SDC3	46	59	163	60
SDC4	15	28	30	29
SDCBP	146	200	132	240
SDCBP2,FKBP1A-SDCBP2	25	37	33	31
SDCCAG8	41	68	47	59
SDE2	35	42	33	24
SDF2	40	73	67	41
SDF2L1	14	24	16	18
SDF4	59	78	92	43
SDHAF1	20	37	25	16
SDHAF2	37	46	56	32
SDHAF3	20	31	16	16
SDHAF4	19	48	46	35
SDHAP1,LOC220729,SDHAP2,SDHA	199	167	165	154
SDHB	57	65	71	57
SDHD	38	42	37	42
SDK1	18	21	13	22
SDK2	7	18	13	10
SDR16C5	14	33	21	12
SDR39U1	44	55	45	53
SDR42E1	16	26	22	12
SDR42E2	18	33	13	19
SDR9C7	15	28	20	19
SDS	25	25	32	22
SDSL	15	32	26	19
SEBOX	23	22	10	10
SEC11A	63	85	57	65
SEC11C	39	36	90	35
SEC13	29	24	27	20
SEC14L1	69	88	106	57
SEC14L2	14	17	23	15
SEC14L3	15	29	25	12
SEC14L4	20	25	18	15
SEC14L5	10	8	16	9
SEC14L6	13	27	18	16
SEC16A	67	73	87	77
SEC22A	32	51	32	32
SEC22B	40	53	44	44
SEC22C	77	65	51	61
SEC23A	42	60	57	42
SEC23B	55	43	48	39
SEC23IP	49	55	50	34
SEC24A	32	52	48	37
SEC24B	54	54	56	33
SEC24C	44	49	56	36
SEC24D	5	16	21	13
SEC31A	70	80	120	43
SEC31B	44	57	44	33
SEC61A1	65	88	79	45
SEC61A2	41	52	67	46
SEC61B	84	104	106	61
SEC62	66	78	123	51
SEC63	57	129	96	106
SECISBP2	73	70	59	100
SECISBP2L	77	84	102	61
SECTM1	3	20	12	11
SEH1L	39	54	64	28
SEL1L	42	47	76	41
SEL1L2	11	24	7	10
SEL1L3	97	83	77	121
SELE	18	35	23	23
SELENBP1	22	34	18	14
SELENOF	59	75	82	52
SELENOH	68	66	75	55
SELENOI	21	39	67	42
SELENOK	16	23	15	21
SELENOM	7	30	27	17
SELENON	104	102	93	118
SELENOO	34	45	40	44
SELENOP	52	38	18	33
SELENOS	14	28	43	14
SELENOT	28	50	52	38
SELENOV	4	5	6	8
SELENOW	87	155	261	94
SELL	18	29	22	15
SELP	34	25	27	19
SELPLG	15	28	22	17
SEM1	24	29	24	25
SEMA3A	36	39	63	39
SEMA3B	18	32	18	19
SEMA3D	14	16	19	9
SEMA3E	10	15	42	8
SEMA3F	15	29	51	24
SEMA3G	37	57	45	42
SEMA4A	11	30	33	14
SEMA4B	64	66	71	47
SEMA4C	39	81	88	61
SEMA4D	30	57	49	49
SEMA4F	19	31	43	26
SEMA4G	27	59	71	31
SEMA5A	24	37	19	29
SEMA5B	98	159	31	97
SEMA6A	42	60	59	53
SEMA6B	15	26	81	16
SEMA6C	51	85	73	77
SEMA6D	15	30	49	29
SEMA7A	13	26	39	24
SEMG1	11	32	18	10
SEMG2	19	32	20	14
SENP1	37	42	46	32
SENP2	31	77	49	43
SENP3	56	58	78	66
SENP3-EIF4A1,EIF4A1	1	1	1	1
SENP5	33	54	53	38
SENP6	54	54	49	34
SENP7	101	99	89	75
SENP8	20	29	21	16
SEPHS1	49	46	43	58
SEPHS2	18	24	32	22
SEPSECS	17	30	28	26
SEPT5-GP1BB,GP1BB	64	107	187	117
SEPT5-GP1BB,SEPTIN5	190	244	496	202
SEPTIN1	10	17	27	10
SEPTIN10	124	95	70	70
SEPTIN11	276	319	161	176
SEPTIN12	9	30	17	16
SEPTIN14	19	25	26	15
SEPTIN2	160	165	78	133
SEPTIN3	65	133	213	91
SEPTIN4	24	46	46	25
SEPTIN6	30	79	67	39
SEPTIN7	165	229	192	132
SEPTIN8	34	32	33	27
SEPTIN9	50	109	71	92
SERAC1	19	30	31	28
SERBP1	154	179	242	127
SERF1B,SERF1A	97	102	119	99
SERF2	25	29	27	20
SERF2-C15ORF63,HYPK	12	24	12	12
SERGEF	42	47	53	40
SERINC1	175	241	606	184
SERINC2	30	40	56	52
SERINC4	6	12	10	8
SERINC5	175	76	88	59
SERP1	59	69	51	57
SERP2	21	54	67	36
SERPINA1	21	42	33	26
SERPINA10	12	21	17	20
SERPINA11	12	28	15	12
SERPINA12	27	25	19	13
SERPINA2	20	18	17	16
SERPINA3	11	25	18	12
SERPINA4	17	27	23	17
SERPINA5	25	30	22	21
SERPINA6	11	21	21	12
SERPINA7	22	34	22	24
SERPINA9	14	37	25	17
SERPINB1	15	23	18	21
SERPINB10	13	21	11	14
SERPINB11	14	16	10	10
SERPINB12	13	24	12	14
SERPINB13	6	20	24	9
SERPINB2	8	14	5	10
SERPINB3	175	216	215	163
SERPINB4	8	21	10	8
SERPINB5	11	18	9	4
SERPINB6	25	41	15	30
SERPINB7	10	20	14	12
SERPINB8	16	28	18	19
SERPINB9	25	39	21	15
SERPINC1	8	27	13	18
SERPIND1	17	29	26	16
SERPINE2	35	37	79	26
SERPINE3	10	32	16	12
SERPINF1	16	36	20	22
SERPINF2	12	20	15	67
SERPING1	44	49	31	44
SERPINH1	55	81	25	49
SERPINI1	18	33	103	25
SERPINI2	16	28	24	11
SERTAD1	12	25	19	18
SERTAD2	39	39	43	32
SERTAD3	19	24	22	23
SERTAD4	8	11	7	17
SERTM1	12	11	12	4
SERTM2	18	34	23	15
SESN1	17	32	31	22
SESN2	34	55	24	36
SESN3	120	107	47	84
SESTD1	44	60	79	43
SET,SETSIP	168	175	186	94
SETBP1	71	101	62	68
SETD1A	29	33	40	33
SETD1B	29	38	47	38
SETD2	56	72	76	46
SETD3	28	56	28	41
SETD4	36	40	41	39
SETD5	98	102	73	76
SETD6	18	30	31	30
SETD7	44	136	84	206
SETD9	10	21	29	19
SETDB1	29	55	50	53
SETDB2-PHF11,PHF11	14	32	23	31
SETDB2-PHF11,SETDB2	16	33	20	16
SETMAR	18	30	28	23
SETX	69	65	86	57
SEZ6	21	63	98	94
SEZ6L	14	38	194	76
SEZ6L2	7	18	27	12
SF1	132	123	122	106
SF3A1	51	45	39	29
SF3A2	103	118	92	95
SF3A3	64	69	60	55
SF3B1	105	119	129	115
SF3B2	59	81	92	68
SF3B3	75	83	83	78
SF3B4	51	49	54	44
SF3B5	43	53	48	38
SF3B6	57	98	70	46
SFI1	68	76	49	50
SFMBT1	34	21	24	27
SFMBT2	12	22	22	11
SFN	9	22	25	14
SFPQ	598	431	441	440
SFR1	22	29	31	20
SFRP1	153	291	11	279
SFRP2	111	61	20	71
SFRP4	24	20	19	15
SFRP5	15	18	18	8
SFSWAP	45	54	31	33
SFT2D1	46	33	44	39
SFT2D2	65	57	48	36
SFTA2	12	21	20	17
SFTA3	13	17	21	13
SFTPA1	11	22	15	16
SFTPA2	18	15	16	14
SFTPB	14	23	21	10
SFTPC	27	24	16	21
SFTPD	16	42	24	18
SFXN1	51	79	67	46
SFXN2	14	20	15	13
SFXN3	339	299	282	231
SFXN4	43	44	36	36
SFXN5	31	27	29	40
SGCA	35	41	27	31
SGCB	126	126	119	82
SGCD	8	35	20	11
SGCE	28	33	23	17
SGCG	12	34	33	19
SGCZ	22	29	15	22
SGF29	41	46	24	57
SGIP1	31	74	69	41
SGK1	19	34	66	30
SGK2	13	25	12	23
SGK3,C8orf44-SGK3	19	25	24	17
SGMS1	18	26	18	20
SGMS2	14	49	20	16
SGO1	39	22	13	24
SGO2	44	28	17	31
SGPL1	46	57	45	44
SGPP1	34	36	51	41
SGPP2	18	19	21	13
SGSH	36	65	49	51
SGSM1	13	21	46	15
SGSM2	65	66	91	73
SGSM3	42	57	79	55
SGTA	63	75	128	79
SGTB	26	28	33	25
SH2B1	45	56	61	43
SH2B2	26	30	43	29
SH2B3	15	15	9	20
SH2D1A	9	23	21	9
SH2D1B	14	24	20	19
SH2D2A	19	15	15	11
SH2D3A	15	19	20	17
SH2D3C	16	28	18	31
SH2D4A	17	18	14	14
SH2D4B	18	26	18	15
SH2D5	10	14	21	11
SH2D6	17	25	19	14
SH2D7	12	19	13	9
SH3BGRL	69	98	73	69
SH3BGRL2	17	53	35	46
SH3BGRL3	39	54	97	58
SH3BP1	6	12	10	12
SH3BP2	65	105	88	84
SH3BP4	44	71	25	46
SH3BP5,SH3BP5-AS1	41	93	184	47
SH3BP5L	29	57	39	34
SH3D19	18	23	15	10
SH3D21	44	61	54	51
SH3GL1	45	82	89	58
SH3GL2	20	22	41	15
SH3GL3	6	28	92	14
SH3GLB1	75	85	143	29
SH3GLB2	44	46	110	38
SH3KBP1	17	29	39	27
SH3PXD2A	30	85	52	41
SH3PXD2B	47	39	41	39
SH3RF1	35	46	30	31
SH3RF2	13	29	15	14
SH3RF3	31	47	44	38
SH3TC1	12	14	19	17
SH3TC2	20	15	21	23
SH3YL1	38	48	49	35
SHANK1	11	23	116	19
SHANK2	24	68	141	32
SHANK3	15	30	59	21
SHARPIN	38	55	29	44
SHB	26	34	30	33
SHBG	25	32	15	8
SHC1	22	50	29	34
SHC2	23	29	27	12
SHC3	17	27	40	28
SHC4	15	26	16	8
SHCBP1	27	15	19	29
SHCBP1L	11	23	14	11
SHD	79	112	132	105
SHE	19	36	15	17
SHF	34	49	87	46
SHFL	33	29	22	25
SHH	6	20	22	9
SHISA2	8	32	39	31
SHISA3	10	17	15	12
SHISA4	15	22	17	13
SHISA5	30	72	99	52
SHISA6	26	36	35	30
SHISA7	16	44	87	30
SHISA8	11	22	22	13
SHISA9	20	19	47	17
SHISAL1	9	13	44	10
SHISAL2A	14	21	24	17
SHISAL2B	15	31	17	11
SHKBP1	24	35	25	23
SHLD1	19	38	22	23
SHLD2P3,SHLD2P1,SHLD2	9	21	20	16
SHLD3	22	24	17	11
SHMT1	29	35	20	33
SHMT2	59	59	27	57
SHOC1	15	22	24	25
SHOC2	30	42	74	34
SHOX	7	24	18	6
SHOX2	12	21	10	20
SHPK	27	24	28	28
SHPRH	34	55	46	30
SHQ1	16	32	22	16
SHROOM1	15	26	16	18
SHROOM2	19	62	37	21
SHROOM3	34	60	32	51
SHROOM4	15	36	24	16
SHTN1	66	106	172	70
SI	10	20	16	16
SIAH1	85	148	134	109
SIAH2	39	36	52	32
SIAH3	29	52	45	28
SIDT1	34	60	51	43
SIDT2	26	44	48	40
SIGIRR	49	60	87	41
SIGLEC1	15	34	25	11
SIGLEC10	14	25	20	18
SIGLEC11	21	18	14	14
SIGLEC12	10	18	11	10
SIGLEC14	11	15	17	15
SIGLEC15	11	26	18	15
SIGLEC16	73	81	84	51
SIGLEC5	7	10	9	11
SIGLEC6	10	28	16	16
SIGLEC7,LOC101928517	15	22	11	9
SIGLEC8	21	29	15	23
SIGLEC9	7	24	21	15
SIGLECL1	11	32	18	12
SIGMAR1	63	99	103	64
SIK1,SIK1B	33	36	24	34
SIK2	28	45	38	37
SIK3	29	24	35	26
SIKE1	15	23	25	18
SIL1	30	31	29	22
SIM1	13	17	11	18
SIMC1	35	66	62	63
SIN3A	56	82	64	60
SIN3B	33	53	65	38
SINHCAF	46	64	21	68
SIPA1	20	34	20	30
SIPA1L1	30	40	38	25
SIPA1L2	14	30	25	17
SIPA1L3	33	41	62	31
SIRPA	31	24	30	27
SIRPB1	11	21	15	12
SIRPB2	12	12	16	11
SIRPD	11	13	8	9
SIRPG	16	23	16	18
SIRT1	48	66	67	47
SIRT2	45	71	70	48
SIRT3	30	31	45	25
SIRT4	8	25	27	10
SIRT5	32	36	36	29
SIRT6	50	62	67	44
SIRT7	21	33	31	13
SIT1	11	21	12	15
SIVA1	34	31	30	49
SIX1	40	24	29	7
SIX2	18	26	18	12
SIX3	6	8	12	10
SIX4	14	20	13	12
SIX5	18	29	20	18
SIX6	22	32	34	20
SKA1	12	8	7	9
SKA2	175	178	199	180
SKA3	35	44	19	35
SKAP1	15	19	18	26
SKAP2	16	26	18	17
SKI	99	114	188	80
SKIDA1	30	29	29	25
SKIL	40	54	46	52
SKIV2L	31	47	39	37
SKOR1	14	31	24	27
SKOR2	17	32	37	21
SKP1,SKP1P2	76	89	115	87
SKP2	41	46	42	36
SLA	24	56	278	110
SLA2	11	30	20	13
SLAIN1	196	325	80	81
SLAIN2	97	122	138	112
SLAMF1	19	21	12	14
SLAMF6	9	14	17	12
SLAMF7	15	16	11	10
SLAMF8	18	24	18	14
SLAMF9	13	26	22	19
SLBP	32	47	41	38
SLC10A1	14	24	17	16
SLC10A2	10	36	31	18
SLC10A3	23	46	25	25
SLC10A4	18	10	9	6
SLC10A5	11	23	15	9
SLC10A6	16	10	11	15
SLC10A7	16	38	21	21
SLC11A1	9	28	14	5
SLC11A2	55	94	118	61
SLC12A1	15	27	13	11
SLC12A2	39	42	41	36
SLC12A3	11	19	11	12
SLC12A4	39	50	17	26
SLC12A5	25	32	42	16
SLC12A7	32	35	23	31
SLC12A8	11	22	15	16
SLC12A9	29	49	47	33
SLC13A1	15	30	17	21
SLC13A2	22	35	22	22
SLC13A3	14	23	30	19
SLC13A4	13	24	13	15
SLC13A5	12	35	19	18
SLC14A1	7	18	12	18
SLC14A2	20	27	12	23
